Country,Code,Date,Vax_Rate,Index,Region,Income_group
Nepal,NPL,2021-08,33.02,146,South Asia,Lower middle income
Benin,BEN,2021-08,0.59,15,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,CIV,2021-08,4.91,37,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2021-08,9.14,143,Latin America & Caribbean,Lower middle income
Kiribati,KIR,2021-08,11.51,103,East Asia & Pacific,Lower middle income
Romania,ROU,2021-08,51.06,164,Europe & Central Asia,Upper middle income
Suriname,SUR,2021-08,56.58,179,Latin America & Caribbean,Upper middle income
Albania,ALB,2021-08,50.75,3,Europe & Central Asia,Upper middle income
Mauritania,MRT,2021-08,5.32,135,Sub-Saharan Africa,Lower middle income
Senegal,SEN,2021-08,9.96,169,Sub-Saharan Africa,Lower middle income
Cayman Islands,CYM,2021-08,150.92,47,Latin America & Caribbean,High income
Grenada,GRD,2021-08,35.46,77,Latin America & Caribbean,Upper middle income
Jamaica,JAM,2021-08,18.26,96,Latin America & Caribbean,Upper middle income
Thailand,THA,2021-08,44.25,190,East Asia & Pacific,Upper middle income
Solomon Islands,SLB,2021-08,8.99,171,East Asia & Pacific,Lower middle income
Mauritius,MUS,2021-08,117.52,136,Sub-Saharan Africa,Upper middle income
Mongolia,MNG,2021-08,129.99,132,East Asia & Pacific,Lower middle income
Guatemala,GTM,2021-08,24.7,79,Latin America & Caribbean,Upper middle income
Luxembourg,LUX,2021-08,119.99,116,Europe & Central Asia,High income
Cuba,CUB,2021-08,124.72,45,Latin America & Caribbean,Upper middle income
Iran,IRN,2021-08,31.82,91,Middle East & North Africa,Lower middle income
Kazakhstan,KAZ,2021-08,62.91,99,Europe & Central Asia,Upper middle income
Guinea-Bissau,GNB,2021-08,1.54,74,Sub-Saharan Africa,Low income
Bermuda,BMU,2021-08,136.49,24,North America,High income
Syria,SYR,2021-08,2.21,186,Middle East & North Africa,Low income
Vanuatu,VUT,2021-08,12.16,211,East Asia & Pacific,Lower middle income
Portugal,PRT,2021-08,145.42,159,Europe & Central Asia,High income
British Virgin Islands,VGB,2021-08,96.74,208,Latin America & Caribbean,High income
Lithuania,LTU,2021-08,111.56,115,Europe & Central Asia,High income
Belize,BLZ,2021-08,53.69,23,Latin America & Caribbean,Lower middle income
Curacao,CUW,2021-08,110.83,46,Latin America & Caribbean,High income
India,IND,2021-08,46.27,89,South Asia,Lower middle income
Central African Republic,CAF,2021-08,2.21,31,Sub-Saharan Africa,Low income
Taiwan,TWN,2021-08,45.81,199,East Asia & Pacific,High income
Laos,LAO,2021-08,57.44,107,East Asia & Pacific,Lower middle income
Bangladesh,BGD,2021-08,15.92,17,South Asia,Lower middle income
Indonesia,IDN,2021-08,35.32,87,East Asia & Pacific,Lower middle income
United States,USA,2021-08,113.75,204,North America,High income
Japan,JPN,2021-08,103.85,98,East Asia & Pacific,High income
Nauru,NRU,2021-08,136.7,147,East Asia & Pacific,High income
Cameroon,CMR,2021-08,1.57,38,Sub-Saharan Africa,Lower middle income
Switzerland,CHE,2021-08,110.76,33,Europe & Central Asia,High income
Haiti,HTI,2021-08,0.31,85,Latin America & Caribbean,Lower middle income
Uruguay,URY,2021-08,159.64,203,Latin America & Caribbean,High income
Liechtenstein,LIE,2021-08,112.82,112,Europe & Central Asia,High income
Barbados,BRB,2021-08,70.48,27,Latin America & Caribbean,High income
French Polynesia,PYF,2021-08,74.11,162,East Asia & Pacific,High income
Kyrgyzstan,KGZ,2021-08,16.99,101,Europe & Central Asia,Lower middle income
Eswatini,SWZ,2021-08,14,183,Sub-Saharan Africa,Lower middle income
Greece,GRC,2021-08,109.7,76,Europe & Central Asia,High income
France,FRA,2021-08,130.74,64,Europe & Central Asia,High income
Tanzania,TZA,2021-08,0.36,200,Sub-Saharan Africa,Lower middle income
Mexico,MEX,2021-08,65.21,125,Latin America & Caribbean,Upper middle income
Ireland,IRL,2021-08,139.29,90,Europe & Central Asia,High income
Trinidad and Tobago,TTO,2021-08,64.75,195,Latin America & Caribbean,High income
Antigua and Barbuda,ATG,2021-08,75.6,9,Latin America & Caribbean,High income
United Arab Emirates,ARE,2021-08,181.11,5,Middle East & North Africa,High income
Kenya,KEN,2021-08,5.01,100,Sub-Saharan Africa,Lower middle income
Paraguay,PRY,2021-08,55.91,160,Latin America & Caribbean,Upper middle income
Cambodia,KHM,2021-08,111.6,102,East Asia & Pacific,Lower middle income
North Macedonia,MKD,2021-08,60.19,127,Europe & Central Asia,Upper middle income
Algeria,DZA,2021-08,9.29,55,Middle East & North Africa,Lower middle income
Turkmenistan,TKM,2021-08,123.91,192,Europe & Central Asia,Upper middle income
Sweden,SWE,2021-08,119.96,182,Europe & Central Asia,High income
Austria,AUT,2021-08,116.01,11,Europe & Central Asia,High income
Singapore,SGP,2021-08,159.74,170,East Asia & Pacific,High income
Turkey,TUR,2021-08,110.73,197,Europe & Central Asia,Upper middle income
Isle of Man,IMN,2021-08,149.38,88,Europe & Central Asia,High income
Egypt,EGY,2021-08,7.68,57,Middle East & North Africa,Lower middle income
Somalia,SOM,2021-08,1.73,175,Sub-Saharan Africa,Low income
Venezuela,VEN,2021-08,32.55,207,Latin America & Caribbean,
Latvia,LVA,2021-08,78.76,117,Europe & Central Asia,High income
Bhutan,BTN,2021-08,132.94,29,South Asia,Lower middle income
Jordan,JOR,2021-08,62.55,97,Middle East & North Africa,Upper middle income
Comoros,COM,2021-08,26.92,42,Sub-Saharan Africa,Lower middle income
Poland,POL,2021-08,96,156,Europe & Central Asia,High income
Guyana,GUY,2021-08,59.75,81,Latin America & Caribbean,Upper middle income
Angola,AGO,2021-08,5.43,2,Sub-Saharan Africa,Lower middle income
Croatia,HRV,2021-08,79.83,84,Europe & Central Asia,High income
Malta,MLT,2021-08,154.43,129,Middle East & North Africa,High income
Turks and Caicos Islands,TCA,2021-08,125.19,187,Latin America & Caribbean,High income
Hong Kong,HKG,2021-08,99.66,82,East Asia & Pacific,High income
Uganda,UGA,2021-08,2.75,201,Sub-Saharan Africa,Low income
Ethiopia,ETH,2021-08,2.08,61,Sub-Saharan Africa,Low income
Lebanon,LBN,2021-08,36.31,108,Middle East & North Africa,Upper middle income
Rwanda,RWA,2021-08,16.38,166,Sub-Saharan Africa,Low income
Chad,TCD,2021-08,0.33,188,Sub-Saharan Africa,Low income
Brazil,BRA,2021-08,90.74,26,Latin America & Caribbean,Upper middle income
Sudan,SDN,2021-08,1.84,168,Sub-Saharan Africa,Low income
Zambia,ZMB,2021-08,3.02,216,Sub-Saharan Africa,Lower middle income
Tuvalu,TUV,2021-08,89.66,198,East Asia & Pacific,Upper middle income
Bosnia and Herzegovina,BIH,2021-08,26.51,21,Europe & Central Asia,Upper middle income
Kuwait,KWT,2021-08,61.64,106,Middle East & North Africa,High income
Sint Maarten (Dutch part),SXM,2021-08,110.64,184,Latin America & Caribbean,High income
Dominica,DMA,2021-08,58.93,52,Latin America & Caribbean,Upper middle income
New Zealand,NZL,2021-08,66.9,148,East Asia & Pacific,High income
Cape Verde,CPV,2021-08,52.76,43,Sub-Saharan Africa,Lower middle income
Lesotho,LSO,2021-08,9.35,114,Sub-Saharan Africa,Lower middle income
Netherlands,NLD,2021-08,131.8,144,Europe & Central Asia,High income
South Africa,ZAF,2021-08,20.47,215,Sub-Saharan Africa,Upper middle income
Denmark,DNK,2021-08,146.48,53,Europe & Central Asia,High income
Sao Tome and Principe,STP,2021-08,19.69,178,Sub-Saharan Africa,Lower middle income
Guinea,GIN,2021-08,9.07,72,Sub-Saharan Africa,Low income
Slovakia,SVK,2021-08,83.97,180,Europe & Central Asia,High income
Mozambique,MOZ,2021-08,5.8,134,Sub-Saharan Africa,Low income
Dominican Republic,DOM,2021-08,101.81,54,Latin America & Caribbean,Upper middle income
Finland,FIN,2021-08,118.02,62,Europe & Central Asia,High income
Panama,PAN,2021-08,83.19,151,Latin America & Caribbean,Upper middle income
Pakistan,PAK,2021-08,23.67,150,South Asia,Lower middle income
New Caledonia,NCL,2021-08,50.3,140,East Asia & Pacific,High income
Armenia,ARM,2021-08,8.06,7,Europe & Central Asia,Upper middle income
Australia,AUS,2021-08,76.25,10,East Asia & Pacific,High income
Canada,CAN,2021-08,140.38,32,North America,High income
Samoa,WSM,2021-08,67.08,212,East Asia & Pacific,Lower middle income
Montenegro,MNE,2021-08,62.45,131,Europe & Central Asia,Upper middle income
Greenland,GRL,2021-08,124.4,78,Europe & Central Asia,High income
Bahamas,BHS,2021-08,36.97,20,Latin America & Caribbean,High income
Uzbekistan,UZB,2021-08,42.25,205,Europe & Central Asia,Lower middle income
Tonga,TON,2021-08,64.07,194,East Asia & Pacific,Upper middle income
Malaysia,MYS,2021-08,107.57,138,East Asia & Pacific,Upper middle income
Brunei,BRN,2021-08,69.81,28,East Asia & Pacific,High income
Namibia,NAM,2021-08,10.59,139,Sub-Saharan Africa,Upper middle income
Nigeria,NGA,2021-08,1.98,142,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2021-08,233.93,71,Europe & Central Asia,High income
Tunisia,TUN,2021-08,47.22,196,Middle East & North Africa,Lower middle income
Niger,NER,2021-08,1.95,141,Sub-Saharan Africa,Low income
Argentina,ARG,2021-08,96.58,6,Latin America & Caribbean,Upper middle income
Botswana,BWA,2021-08,18.13,30,Sub-Saharan Africa,Upper middle income
Cyprus,CYP,2021-08,121.09,48,Europe & Central Asia,High income
Morocco,MAR,2021-08,88.39,120,Middle East & North Africa,Lower middle income
Monaco,MCO,2021-08,121.16,121,Europe & Central Asia,High income
Estonia,EST,2021-08,95.66,60,Europe & Central Asia,High income
Faeroe Islands,FRO,2021-08,144.62,65,Europe & Central Asia,High income
El Salvador,SLV,2021-08,95.24,173,Latin America & Caribbean,Lower middle income
Ecuador,ECU,2021-08,107.87,56,Latin America & Caribbean,Upper middle income
Peru,PER,2021-08,57.34,152,Latin America & Caribbean,Upper middle income
Saint Vincent and the Grenadines,VCT,2021-08,23.99,206,Latin America & Caribbean,Upper middle income
South Sudan,SSD,2021-08,0.5,177,Sub-Saharan Africa,Low income
Oman,OMN,2021-08,64.71,149,Middle East & North Africa,High income
Malawi,MWI,2021-08,4.5,137,Sub-Saharan Africa,Low income
Iraq,IRQ,2021-08,8.18,92,Middle East & North Africa,Upper middle income
Ghana,GHA,2021-08,4.01,70,Sub-Saharan Africa,Lower middle income
Bahrain,BHR,2021-08,142.17,19,Middle East & North Africa,High income
Timor,TLS,2021-08,41.43,193,East Asia & Pacific,Lower middle income
Iceland,ISL,2021-08,143.02,93,Europe & Central Asia,High income
Moldova,MDA,2021-08,26.6,122,Europe & Central Asia,Upper middle income
Saint Lucia,LCA,2021-08,34.99,111,Latin America & Caribbean,Upper middle income
Myanmar,MMR,2021-08,11.41,130,East Asia & Pacific,Lower middle income
Philippines,PHL,2021-08,30.35,153,East Asia & Pacific,Lower middle income
Gabon,GAB,2021-08,5.74,67,Sub-Saharan Africa,Upper middle income
Sudan,SDN,2021-09,3.34,168,Sub-Saharan Africa,Low income
Zambia,ZMB,2021-09,3.87,216,Sub-Saharan Africa,Lower middle income
Malawi,MWI,2021-09,5.25,137,Sub-Saharan Africa,Low income
Bosnia and Herzegovina,BIH,2021-09,38.06,21,Europe & Central Asia,Upper middle income
Kenya,KEN,2021-09,6.84,100,Sub-Saharan Africa,Lower middle income
Tuvalu,TUV,2021-09,91.08,198,East Asia & Pacific,Upper middle income
Algeria,DZA,2021-09,22.53,55,Middle East & North Africa,Lower middle income
Cyprus,CYP,2021-09,129.58,48,Europe & Central Asia,High income
Bhutan,BTN,2021-09,138.62,29,South Asia,Lower middle income
Armenia,ARM,2021-09,12.36,7,Europe & Central Asia,Upper middle income
Ghana,GHA,2021-09,5.12,70,Sub-Saharan Africa,Lower middle income
Monaco,MCO,2021-09,124.65,121,Europe & Central Asia,High income
United Arab Emirates,ARE,2021-09,200.36,5,Middle East & North Africa,High income
Australia,AUS,2021-09,108.72,10,East Asia & Pacific,High income
Venezuela,VEN,2021-09,54.75,207,Latin America & Caribbean,
North Macedonia,MKD,2021-09,72.69,127,Europe & Central Asia,Upper middle income
Ireland,IRL,2021-09,146.46,90,Europe & Central Asia,High income
Sao Tome and Principe,STP,2021-09,37.02,178,Sub-Saharan Africa,Lower middle income
Cayman Islands,CYM,2021-09,160.39,47,Latin America & Caribbean,High income
Mauritania,MRT,2021-09,6.98,135,Sub-Saharan Africa,Lower middle income
Chile,CHL,2021-09,167.73,35,Latin America & Caribbean,High income
France,FRA,2021-09,141.55,64,Europe & Central Asia,High income
El Salvador,SLV,2021-09,116.36,173,Latin America & Caribbean,Lower middle income
Somalia,SOM,2021-09,2.92,175,Sub-Saharan Africa,Low income
Sierra Leone,SLE,2021-09,2.85,172,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2021-09,1.18,16,Sub-Saharan Africa,Low income
Morocco,MAR,2021-09,107.84,120,Middle East & North Africa,Lower middle income
Georgia,GEO,2021-09,44.25,69,Europe & Central Asia,Upper middle income
Israel,ISR,2021-09,162.99,94,Middle East & North Africa,High income
San Marino,SMR,2021-09,137.95,174,Europe & Central Asia,High income
Saint Lucia,LCA,2021-09,41.6,111,Latin America & Caribbean,Upper middle income
South Korea,KOR,2021-09,122.96,105,East Asia & Pacific,High income
Malaysia,MYS,2021-09,137.11,138,East Asia & Pacific,Upper middle income
Egypt,EGY,2021-09,15.56,57,Middle East & North Africa,Lower middle income
Isle of Man,IMN,2021-09,151.39,88,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2021-09,90.4,9,Latin America & Caribbean,High income
Paraguay,PRY,2021-09,62.17,160,Latin America & Caribbean,Upper middle income
Uzbekistan,UZB,2021-09,61.24,205,Europe & Central Asia,Lower middle income
Cambodia,KHM,2021-09,143.23,102,East Asia & Pacific,Lower middle income
Kuwait,KWT,2021-09,61.64,106,Middle East & North Africa,High income
Dominica,DMA,2021-09,60.93,52,Latin America & Caribbean,Upper middle income
Brazil,BRA,2021-09,111.77,26,Latin America & Caribbean,Upper middle income
Tanzania,TZA,2021-09,0.57,200,Sub-Saharan Africa,Lower middle income
Austria,AUT,2021-09,120.29,11,Europe & Central Asia,High income
Sweden,SWE,2021-09,133.5,182,Europe & Central Asia,High income
Mozambique,MOZ,2021-09,11.33,134,Sub-Saharan Africa,Low income
Netherlands,NLD,2021-09,137.02,144,Europe & Central Asia,High income
Singapore,SGP,2021-09,169.23,170,East Asia & Pacific,High income
Turkey,TUR,2021-09,128.75,197,Europe & Central Asia,Upper middle income
Tunisia,TUN,2021-09,67.25,196,Middle East & North Africa,Lower middle income
Trinidad and Tobago,TTO,2021-09,75.98,195,Latin America & Caribbean,High income
Chad,TCD,2021-09,0.84,188,Sub-Saharan Africa,Low income
Croatia,HRV,2021-09,84.2,84,Europe & Central Asia,High income
Rwanda,RWA,2021-09,28.32,166,Sub-Saharan Africa,Low income
Iceland,ISL,2021-09,149.44,93,Europe & Central Asia,High income
Kyrgyzstan,KGZ,2021-09,22.02,101,Europe & Central Asia,Lower middle income
Dominican Republic,DOM,2021-09,108.54,54,Latin America & Caribbean,Upper middle income
India,IND,2021-09,63.13,89,South Asia,Lower middle income
Argentina,ARG,2021-09,116.31,6,Latin America & Caribbean,Upper middle income
Eswatini,SWZ,2021-09,21.24,183,Sub-Saharan Africa,Lower middle income
Curacao,CUW,2021-09,113.63,46,Latin America & Caribbean,High income
Greece,GRC,2021-09,117.03,76,Europe & Central Asia,High income
Lithuania,LTU,2021-09,119.63,115,Europe & Central Asia,High income
Haiti,HTI,2021-09,0.53,85,Latin America & Caribbean,Lower middle income
South Africa,ZAF,2021-09,29.16,215,Sub-Saharan Africa,Upper middle income
Guinea,GIN,2021-09,13.14,72,Sub-Saharan Africa,Low income
Grenada,GRD,2021-09,45.67,77,Latin America & Caribbean,Upper middle income
Thailand,THA,2021-09,65.79,190,East Asia & Pacific,Upper middle income
Finland,FIN,2021-09,133.18,62,Europe & Central Asia,High income
French Polynesia,PYF,2021-09,99.87,162,East Asia & Pacific,High income
Solomon Islands,SLB,2021-09,13.88,171,East Asia & Pacific,Lower middle income
Liechtenstein,LIE,2021-09,122.55,112,Europe & Central Asia,High income
Uruguay,URY,2021-09,179.98,203,Latin America & Caribbean,High income
Central African Republic,CAF,2021-09,3.06,31,Sub-Saharan Africa,Low income
Laos,LAO,2021-09,59.39,107,East Asia & Pacific,Lower middle income
Moldova,MDA,2021-09,34.61,122,Europe & Central Asia,Upper middle income
Taiwan,TWN,2021-09,66.57,199,East Asia & Pacific,High income
Hungary,HUN,2021-09,125.71,86,Europe & Central Asia,High income
Indonesia,IDN,2021-09,50.74,87,East Asia & Pacific,Lower middle income
Cameroon,CMR,2021-09,1.69,38,Sub-Saharan Africa,Lower middle income
Japan,JPN,2021-09,129.9,98,East Asia & Pacific,High income
Ecuador,ECU,2021-09,116.51,56,Latin America & Caribbean,Upper middle income
United States,USA,2021-09,120.46,204,North America,High income
Switzerland,CHE,2021-09,119.92,33,Europe & Central Asia,High income
Nauru,NRU,2021-09,136.7,147,East Asia & Pacific,High income
Lesotho,LSO,2021-09,16.67,114,Sub-Saharan Africa,Lower middle income
Barbados,BRB,2021-09,83.4,27,Latin America & Caribbean,High income
Timor,TLS,2021-09,52.97,193,East Asia & Pacific,Lower middle income
Sint Maarten (Dutch part),SXM,2021-09,113.56,184,Latin America & Caribbean,High income
Ethiopia,ETH,2021-09,3.11,61,Sub-Saharan Africa,Low income
Jamaica,JAM,2021-09,25.42,96,Latin America & Caribbean,Upper middle income
New Zealand,NZL,2021-09,101.99,148,East Asia & Pacific,High income
Latvia,LVA,2021-09,87.7,117,Europe & Central Asia,High income
Cape Verde,CPV,2021-09,74.79,43,Sub-Saharan Africa,Lower middle income
Comoros,COM,2021-09,39.69,42,Sub-Saharan Africa,Lower middle income
Mexico,MEX,2021-09,77.17,125,Latin America & Caribbean,Upper middle income
Myanmar,MMR,2021-09,19.95,130,East Asia & Pacific,Lower middle income
Guyana,GUY,2021-09,68.17,81,Latin America & Caribbean,Upper middle income
Angola,AGO,2021-09,9.24,2,Sub-Saharan Africa,Lower middle income
South Sudan,SSD,2021-09,0.91,177,Sub-Saharan Africa,Low income
Turks and Caicos Islands,TCA,2021-09,132.15,187,Latin America & Caribbean,High income
Malta,MLT,2021-09,158.26,129,Middle East & North Africa,High income
Jordan,JOR,2021-09,67.94,97,Middle East & North Africa,Upper middle income
Uganda,UGA,2021-09,3.05,201,Sub-Saharan Africa,Low income
Oman,OMN,2021-09,94.71,149,Middle East & North Africa,High income
Hong Kong,HKG,2021-09,114.89,82,East Asia & Pacific,High income
Lebanon,LBN,2021-09,43.05,108,Middle East & North Africa,Upper middle income
Pakistan,PAK,2021-09,35.75,150,South Asia,Lower middle income
Mongolia,MNG,2021-09,131.6,132,East Asia & Pacific,Lower middle income
Poland,POL,2021-09,98.45,156,Europe & Central Asia,High income
British Virgin Islands,VGB,2021-09,106.49,208,Latin America & Caribbean,High income
Guatemala,GTM,2021-09,37.83,79,Latin America & Caribbean,Upper middle income
Luxembourg,LUX,2021-09,124.37,116,Europe & Central Asia,High income
Bangladesh,BGD,2021-09,29,17,South Asia,Lower middle income
Mauritius,MUS,2021-09,130.01,136,Sub-Saharan Africa,Upper middle income
Cuba,CUB,2021-09,188.14,45,Latin America & Caribbean,Upper middle income
Bahamas,BHS,2021-09,46.47,20,Latin America & Caribbean,High income
Iran,IRN,2021-09,51.01,91,Middle East & North Africa,Lower middle income
Tonga,TON,2021-09,68.94,194,East Asia & Pacific,Upper middle income
Kazakhstan,KAZ,2021-09,74.59,99,Europe & Central Asia,Upper middle income
Guinea-Bissau,GNB,2021-09,4.7,74,Sub-Saharan Africa,Low income
Portugal,PRT,2021-09,157.21,159,Europe & Central Asia,High income
Bermuda,BMU,2021-09,138.82,24,North America,High income
Syria,SYR,2021-09,2.92,186,Middle East & North Africa,Low income
Vanuatu,VUT,2021-09,16.1,211,East Asia & Pacific,Lower middle income
Canada,CAN,2021-09,147.67,32,North America,High income
Belize,BLZ,2021-09,79.34,23,Latin America & Caribbean,Lower middle income
Palestine,PSE,2021-09,40.78,161,Middle East & North Africa,Lower middle income
Turkmenistan,TKM,2021-09,123.91,192,Europe & Central Asia,Upper middle income
Philippines,PHL,2021-09,41.06,153,East Asia & Pacific,Lower middle income
Gambia,GMB,2021-09,8.38,73,Sub-Saharan Africa,Low income
Djibouti,DJI,2021-09,6,51,Middle East & North Africa,Lower middle income
Kiribati,KIR,2021-09,29.93,103,East Asia & Pacific,Lower middle income
Nigeria,NGA,2021-09,3.19,142,Sub-Saharan Africa,Lower middle income
Andorra,AND,2021-09,131.9,4,Europe & Central Asia,High income
Sri Lanka,LKA,2021-09,122.03,113,South Asia,Lower middle income
Saint Kitts and Nevis,KNA,2021-09,87.96,104,Latin America & Caribbean,High income
Slovenia,SVN,2021-09,99.76,181,Europe & Central Asia,High income
Macao,MAC,2021-09,102.12,118,East Asia & Pacific,High income
Qatar,QAT,2021-09,160.82,163,Middle East & North Africa,High income
Tajikistan,TJK,2021-09,42.46,191,Europe & Central Asia,Lower middle income
Greenland,GRL,2021-09,124.4,78,Europe & Central Asia,High income
Maldives,MDV,2021-09,134.62,124,South Asia,Upper middle income
Estonia,EST,2021-09,103.44,60,Europe & Central Asia,High income
Czechia,CZE,2021-09,110.51,49,Europe & Central Asia,High income
Slovakia,SVK,2021-09,86.77,180,Europe & Central Asia,High income
Panama,PAN,2021-09,122.51,151,Latin America & Caribbean,Upper middle income
Gabon,GAB,2021-09,7.78,67,Sub-Saharan Africa,Upper middle income
Niger,NER,2021-09,2.12,141,Sub-Saharan Africa,Low income
Azerbaijan,AZE,2021-09,83.01,12,Europe & Central Asia,Upper middle income
Colombia,COL,2021-09,78.81,41,Latin America & Caribbean,Upper middle income
Afghanistan,AFG,2021-09,5.95,1,South Asia,Low income
Belarus,BLR,2021-09,35.9,22,Europe & Central Asia,Upper middle income
Senegal,SEN,2021-09,10.38,169,Sub-Saharan Africa,Lower middle income
Madagascar,MDG,2021-09,1,123,Sub-Saharan Africa,Low income
Norway,NOR,2021-09,143.6,145,Europe & Central Asia,High income
Cote d'Ivoire,CIV,2021-09,7.9,37,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2021-09,11.76,143,Latin America & Caribbean,Lower middle income
Gibraltar,GIB,2021-09,236.17,71,Europe & Central Asia,High income
Iraq,IRQ,2021-09,18.09,92,Middle East & North Africa,Upper middle income
Benin,BEN,2021-09,1.4,15,Sub-Saharan Africa,Lower middle income
Nepal,NPL,2021-09,46.31,146,South Asia,Lower middle income
Albania,ALB,2021-09,60.61,3,Europe & Central Asia,Upper middle income
Montenegro,MNE,2021-09,72.45,131,Europe & Central Asia,Upper middle income
Romania,ROU,2021-09,53.5,164,Europe & Central Asia,Upper middle income
Samoa,WSM,2021-09,74.66,212,East Asia & Pacific,Lower middle income
Vietnam,VNM,2021-09,42.95,210,East Asia & Pacific,Lower middle income
Democratic Republic of Congo,COD,2021-09,0.15,39,Sub-Saharan Africa,Low income
Botswana,BWA,2021-09,26.26,30,Sub-Saharan Africa,Upper middle income
Ukraine,UKR,2021-09,29.33,202,Europe & Central Asia,Lower middle income
Russia,RUS,2021-09,61.69,165,Europe & Central Asia,Upper middle income
United Kingdom,GBR,2021-09,137.37,68,Europe & Central Asia,High income
Seychelles,SYC,2021-09,150.04,185,Sub-Saharan Africa,High income
Costa Rica,CRI,2021-09,102.71,44,Latin America & Caribbean,Upper middle income
Brunei,BRN,2021-09,111.79,28,East Asia & Pacific,High income
Yemen,YEM,2021-09,1.06,214,Middle East & North Africa,Low income
Spain,ESP,2021-09,150.08,59,Europe & Central Asia,High income
Peru,PER,2021-09,82.75,152,Latin America & Caribbean,Upper middle income
Suriname,SUR,2021-09,67.19,179,Latin America & Caribbean,Upper middle income
Bulgaria,BGR,2021-09,36.82,18,Europe & Central Asia,Upper middle income
Italy,ITA,2021-09,140.46,95,Europe & Central Asia,High income
Namibia,NAM,2021-09,15.75,139,Sub-Saharan Africa,Upper middle income
Saint Vincent and the Grenadines,VCT,2021-09,30.69,206,Latin America & Caribbean,Upper middle income
China,CHN,2021-09,153.12,36,East Asia & Pacific,Upper middle income
Faeroe Islands,FRO,2021-09,151.12,65,Europe & Central Asia,High income
Fiji,FJI,2021-09,108.02,63,East Asia & Pacific,Upper middle income
New Caledonia,NCL,2021-09,77.63,140,East Asia & Pacific,High income
Belgium,BEL,2021-09,144.94,14,Europe & Central Asia,High income
Papua New Guinea,PNG,2021-09,1.81,155,East Asia & Pacific,Lower middle income
Serbia,SRB,2021-09,94.56,176,Europe & Central Asia,Upper middle income
Honduras,HND,2021-09,51.64,83,Latin America & Caribbean,Lower middle income
Bahrain,BHR,2021-09,148.15,19,Middle East & North Africa,High income
Bolivia,BOL,2021-09,57.47,25,Latin America & Caribbean,Lower middle income
Saudi Arabia,SAU,2021-09,118.82,167,Middle East & North Africa,High income
Zimbabwe,ZWE,2021-09,35.42,217,Sub-Saharan Africa,Lower middle income
Equatorial Guinea,GNQ,2021-09,27.39,75,Sub-Saharan Africa,Upper middle income
Denmark,DNK,2021-09,151.36,53,Europe & Central Asia,High income
Congo,COG,2021-09,6.13,40,Sub-Saharan Africa,Lower middle income
Mali,MLI,2021-09,1.91,128,Sub-Saharan Africa,Low income
Libya,LBY,2021-09,22.79,110,Middle East & North Africa,Upper middle income
Togo,TGO,2021-09,9.82,189,Sub-Saharan Africa,Low income
Germany,DEU,2021-09,128.65,50,Europe & Central Asia,High income
Portugal,PRT,2021-10,159.55,159,Europe & Central Asia,High income
French Polynesia,PYF,2021-10,107.47,162,East Asia & Pacific,High income
Brunei,BRN,2021-10,136.95,28,East Asia & Pacific,High income
Hungary,HUN,2021-10,130.74,86,Europe & Central Asia,High income
Syria,SYR,2021-10,6.16,186,Middle East & North Africa,Low income
Spain,ESP,2021-10,154.15,59,Europe & Central Asia,High income
Russia,RUS,2021-10,71.32,165,Europe & Central Asia,Upper middle income
Guinea-Bissau,GNB,2021-10,6.91,74,Sub-Saharan Africa,Low income
Iran,IRN,2021-10,100.4,91,Middle East & North Africa,Lower middle income
Mauritius,MUS,2021-10,137.42,136,Sub-Saharan Africa,Upper middle income
Bangladesh,BGD,2021-10,36.6,17,South Asia,Lower middle income
Tonga,TON,2021-10,79.16,194,East Asia & Pacific,Upper middle income
Timor,TLS,2021-10,63.67,193,East Asia & Pacific,Lower middle income
Costa Rica,CRI,2021-10,115.22,44,Latin America & Caribbean,Upper middle income
Japan,JPN,2021-10,150.19,98,East Asia & Pacific,High income
Ecuador,ECU,2021-10,126.31,56,Latin America & Caribbean,Upper middle income
Suriname,SUR,2021-10,76.24,179,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2021-10,149.41,24,North America,High income
North Macedonia,MKD,2021-10,77.11,127,Europe & Central Asia,Upper middle income
Central African Republic,CAF,2021-10,7.84,31,Sub-Saharan Africa,Low income
Comoros,COM,2021-10,42.24,42,Sub-Saharan Africa,Lower middle income
Latvia,LVA,2021-10,104.95,117,Europe & Central Asia,High income
Cameroon,CMR,2021-10,1.83,38,Sub-Saharan Africa,Lower middle income
Laos,LAO,2021-10,59.39,107,East Asia & Pacific,Lower middle income
Nicaragua,NIC,2021-10,19.5,143,Latin America & Caribbean,Lower middle income
China,CHN,2021-10,157.46,36,East Asia & Pacific,Upper middle income
Pakistan,PAK,2021-10,45.32,150,South Asia,Lower middle income
British Virgin Islands,VGB,2021-10,111.34,208,Latin America & Caribbean,High income
Zimbabwe,ZWE,2021-10,39.17,217,Sub-Saharan Africa,Lower middle income
Benin,BEN,2021-10,2.23,15,Sub-Saharan Africa,Lower middle income
Montenegro,MNE,2021-10,79.67,131,Europe & Central Asia,Upper middle income
